,decoy,AveDeg_AB_interface_ILV,AveDeg_A_ILV,AveDeg_B_ILV,AveDeg_ILV,AveDeg_aro_apolar,NetCharge_chainA,NetCharge_chainB,RotamerBoltzmannWeight_hbnet_neighborhood,RotamerBoltzmannWeight_hbnet_only,ala_count,atomcount_A1A_interface_ILV_chain,atomcount_A1B1_interface_ILV_chain,atomcount_A1B2_interface_ILV_chain,atomcount_A2B1_interface_ILV_chain,atomcount_A2B2_interface_ILV_chain,atomcount_AB_interface_ILV,atomcount_AB_interface_ILV_chain,atomcount_A_ILV,atomcount_B1B_interface_ILV_chain,atomcount_B_ILV,atomcount_ILV,atomcount_norm_aro_apolar,cav_vol,complex_normalized,dG_cross,dG_cross/dSASAx100,dG_separated,dG_separated/dSASAx100,dSASA_hphobic,dSASA_int,dSASA_polar,ddg,delta_unsatHbonds,dslf_fa13,exposedhydrop,fa_atr,fa_dun_dev,fa_dun_rot,fa_dun_semi,fa_elec,fa_intra_atr_xover4,fa_intra_elec,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_E_fraction,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,hbonds_int,hbscore,hxl_tors,interface_buried_sasa,interface_holes,interface_hydrophobic_sasa,interface_polar_sasa,lk_ball,lk_ball_bridge,lk_ball_bridge_uncpl,lk_ball_iso,mismatch_probability,network_holes,nres_all,nres_int,omega,p_aa_pp,packstat,per_residue_energy_int,prepro,pro_close,psipred_conf,rama_prepro,ref,sbuns5.5_heavy_ball_1.1D,sc_value,score_per_res,side1_normalized,side1_score,side2_normalized,side2_score,sideA_ILVF_count,sideB_ILVF_count,ss_sc,total_score,vbuns5.5_heavy_ball_1.1D,worst9mer,min_delta,max_delta,avg_delta,cst_before,min_before,max_before,avg_before,cst_after,min_after,max_after,avg_after,path
12451,churro_9x25GB28GB_2_works_dimer_nm_00894_hb_0008_designed_filt,21.0,24.66666603088379,27.0,23.93023300170898,25.38888931274414,-3.0,-7.0,-0.5921009182929993,-0.6127894520759583,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,26.0,23.0,0.02282204478979111,671.3834228515625,-4.830986976623535,-231.5642242431641,-4.440982341766357,-200.2217712402344,-3.839890956878662,2907.0908203125,5214.2568359375,2307.166015625,-201.4742889404297,11.0,0.0,408.1981811523438,-3462.52876709149,32.51144379934533,269.8651285772783,469.4439622688235,-1505.832246708938,-191.5935980451839,-118.565733780857,57.77609264760218,150.6278683939375,302.2163529834184,2668.587332094701,0.2568502128124237,-24.34842842480482,-31.90625939706027,-254.0548659063699,-546.7497828567239,40.0,805.5,9.00703574677602,5214.2568359375,-0.09180474281311035,3329.380615234375,1884.876098632812,1555.240942533391,-2.868235592434016,-23.67770170870142,-1543.768859378516,0.05765759199857712,-2.686482429504395,513.0,173.0,7.930688590045277,-130.3428212057725,0.5977798700332642,-4.883530616760254,0.0,0.1786226004315863,0.2202152013778687,-53.80155039718933,-111.6430300000003,1.0,0.7287493348121643,-4.830986976623535,-4.837515354156494,-416.0263366699219,-4.929016590118408,-428.824462890625,18.0,18.0,0.7475133538246155,-2478.29641025829,0.0,0.5436182022094727,0.0,0.6760272141546011,0.05200209339650778,0.02667101658880711,0.0,0.02667101658880711,0.00205161666067747,0.7026982307434082,0.0,0.7026982307434082,0.05405371005718525,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/2/churro_9x25GB28GB_2_works_dimer_nm_00894_hb_0008_designed_filt.pdb
8160,churro_9x25GB28GB_2_works_dimer_nm_00412_hb_0001_designed_filt,20.77777862548828,24.66666603088379,27.05555534362793,22.60000038146973,25.39629554748535,-3.0,-6.0,-0.6559177041053772,-0.581646740436554,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,26.0,19.0,0.02170321345329285,704.6717529296875,-4.857644081115723,-242.1551361083984,-4.734724521636963,-209.6246490478516,-4.098674297332764,2838.671875,5114.4501953125,2275.7783203125,-209.8441467285156,13.0,0.0,372.1265258789062,-3484.836150805012,36.47953717364444,268.9392387767945,475.9968712816374,-1511.002452190945,-189.0721582621247,-117.8954608545123,57.58158775217524,146.6399159628903,302.0797029546213,2676.928934783431,0.2703223526477814,-22.94870953463441,-33.58947608305374,-264.4429937420171,-546.9710984339474,42.0,612.0,4.465517875463656,5114.4501953125,-0.219016820192337,3156.65234375,1957.797729492188,1562.210553917258,-2.833157926527153,-23.58470500094614,-1551.601436845583,0.05907533317804337,-3.487377643585205,513.0,177.0,7.290361524955196,-130.8836588937013,0.5913907885551453,-4.954481601715088,0.0,1.069632255763169,0.2190259546041489,-54.61292259076225,-97.37895000000023,2.0,0.7538588047027588,-4.857644081115723,-4.909647941589355,-432.0490417480469,-4.9988112449646,-444.8941955566406,18.0,18.0,0.7580610513687134,-2491.971476905133,0.0,0.5378692746162415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/1/churro_9x25GB28GB_2_works_dimer_nm_00412_hb_0001_designed_filt.pdb
10513,churro_9x25GB28GB_2_works_dimer_nm_00496_hb_0003_designed_filt,21.11111068725586,24.72222137451172,27.11111068725586,22.2790699005127,25.31111145019531,-8.0,-9.0,-0.6889469027519226,-0.7477841973304749,44.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,25.0,0.0,26.0,16.0,0.01642042025923729,706.5818481445312,-4.817967891693115,-230.9745330810547,-4.569516658782959,-201.2334594726562,-3.98112964630127,2824.572509765625,5054.68212890625,2230.109619140625,-201.0054779052734,12.0,0.0,370.8632202148438,-3464.074644820421,32.80788125513295,257.7777278671896,489.0958111138947,-1510.349113173937,-190.6741331552685,-119.8367872575589,58.56565128644201,151.3503187304555,296.8561960718653,2677.071115176153,0.2586543262004852,-26.49497383763701,-30.9934225828823,-253.3484051534738,-546.15664152101,39.0,716.5,7.657482794067285,5054.68212890625,-0.3853576183319092,3122.243896484375,1932.438232421875,1562.890493828616,-2.728349853918154,-22.67203768267644,-1551.524934389705,0.06838774681091309,-5.74168586730957,513.0,177.0,8.263678311507963,-131.1264629245583,0.6538361310958862,-4.83738374710083,0.0,0.0,0.2238160818815231,-56.43459802854683,-107.5393300000002,4.0,0.7670676708221436,-4.817967891693115,-4.864339828491211,-442.6549377441406,-4.808860778808594,-413.5620422363281,18.0,18.0,0.7662273049354553,-2471.617477946269,0.0,0.3486211001873016,0.0,0.34801231697201723,0.06104094102047384,0.03129772702232003,0.0,0.01935387402772903,0.0031297727022320033,0.6417071372270584,0.0,0.3583717048168182,0.06417071372270584,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/5/churro_9x25GB28GB_2_works_dimer_nm_00496_hb_0003_designed_filt.pdb
5264,churro_9x25GB28GB_2_works_dimer_nm_00918_hb_0003_designed_filt,21.0,24.66666603088379,27.16666603088379,22.5,25.18382263183594,-6.0,-8.0,-0.6386916041374207,-0.5852035880088806,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,26.0,22.0,0.02260863967239857,640.0680541992188,-4.873019695281982,-237.6421661376953,-4.671970367431641,-209.5133972167969,-4.118967533111572,2872.807373046875,5086.55126953125,2213.743896484375,-210.4221496582031,8.0,0.0,413.5052490234375,-3475.393381534385,32.30113623664919,258.536024761285,482.3119447585646,-1499.76140991748,-189.8543791794549,-116.8693712395175,57.98141095212334,145.91296592795,302.2829953974318,2668.463917668943,0.2467938810586929,-23.0687343312972,-29.51002280419837,-262.7761140474347,-548.3554689559016,39.0,523.5,3.726325494449865,5086.55126953125,-0.3369733989238739,3189.741455078125,1896.809814453125,1557.759247692057,-2.882024061903883,-24.42016146647167,-1550.281378326409,0.06430116295814514,-3.273298740386963,513.0,175.0,7.858587445335185,-132.8510716781746,0.5524269342422485,-4.924186229705811,0.0,0.4532859996957978,0.2200454622507095,-58.15841872237186,-103.2650000000003,1.0,0.738429844379425,-4.873019695281982,-4.930636882781982,-424.0347900390625,-4.917952537536621,-437.6977844238281,18.0,18.0,0.7559220194816589,-2499.859093930515,0.0,0.5428175330162048,0.0,0.1654693335294724,0.02884503195527942,0.028116508852690462,0.0,0.02040582895278931,0.002811650885269046,0.31656682840548467,0.0,0.1858751624822617,0.03165668284054847,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/4/churro_9x25GB28GB_2_works_dimer_nm_00918_hb_0003_designed_filt.pdb
3786,churro_9x25GB28GB_2_works_dimer_nm_00590_hb_0001_designed_filt,20.77777862548828,24.66666603088379,27.05555534362793,23.52777862548828,25.43283653259277,-9.0,-1.0,-0.5994011759757996,-0.6905096769332886,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,26.0,7.0,0.01548523362725973,587.2264404296875,-4.801273822784424,-206.6239318847656,-4.050151824951172,-179.8282165527344,-3.524913787841797,2894.86865234375,5101.63427734375,2206.765869140625,-208.5938415527344,11.0,0.0,374.5115051269531,-3466.861516311409,34.9198271447616,260.1940010981111,478.5800598473317,-1519.273506360669,-188.7042629082464,-118.4997041644913,54.98438862433181,149.933764954176,325.6393434527958,2686.693444479135,0.3231198191642761,-21.41928635624161,-31.27915372867802,-259.4837089983151,-547.1163997286837,43.0,664.5,8.839552150190098,5101.63427734375,-0.3143423497676849,3144.89208984375,1956.742309570312,1559.646981201593,-2.630773074761936,-22.23104636979847,-1553.968958464635,0.05613885074853897,-2.129522562026978,513.0,176.0,6.800682733150711,-130.5704674977699,0.585303544998169,-4.735987186431885,0.0,0.4329715916608074,0.2167915850877762,-58.84036243370909,-108.8394100000002,3.0,0.7349099516868591,-4.801273822784424,-4.742151260375977,-422.0514831542969,-4.729681015014648,-411.4822692871094,18.0,18.0,0.7600672245025635,-2463.053539120173,0.0,0.5348998308181763,0.0,0.01494583301246166,0.001358712092041969,0.0,0.0,0.0,0.0,0.01494583301246166,0.0,0.01494583301246166,0.001358712092041969,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/3/churro_9x25GB28GB_2_works_dimer_nm_00590_hb_0001_designed_filt.pdb
10744,churro_9x25GB28GB_2_works_dimer_nm_00952_hb_0007_designed_filt,20.77777862548828,24.66666603088379,26.94444465637207,22.64516067504883,25.41111183166504,-1.0,-8.0,-0.6550005674362183,-0.6523598432540894,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,26.0,14.0,0.02736465260386467,728.2839965820312,-4.820821762084961,-241.7131652832031,-4.758558750152588,-214.2126312255859,-4.217161655426025,2886.99609375,5079.54541015625,2192.54931640625,-214.1355133056641,13.0,0.0,376.77001953125,-3464.436187556128,33.40018202122186,258.7350387828569,486.1291204079473,-1501.838020935418,-189.5341618916989,-116.8589194617921,56.47616549348924,146.7962604918676,301.0061044494572,2664.883313072116,0.2634127140045166,-24.36527402674223,-32.17829644154757,-258.4864081665345,-544.3375245140473,40.0,620.5,3.799047666487664,5079.54541015625,-0.2977514564990997,3157.74609375,1921.799438476562,1560.561637119499,-2.745300384425406,-22.75172783463523,-1547.846094474291,0.06338551640510559,-4.953723907470703,513.0,176.0,8.376526462697148,-131.3797347470591,0.6015886068344116,-4.834870338439941,0.0,0.1803372072671056,0.220528781414032,-60.10699448043842,-96.56060000000022,2.0,0.7700908184051514,-4.820821762084961,-4.831325531005859,-434.8193054199219,-4.838579654693604,-416.1178588867188,18.0,18.0,0.758188784122467,-2473.081511739851,0.0,0.3220800161361694,-0.001723202061839402,0.0,-0.00014360017181995016,0.001723202061839402,0.0,0.001723202061839402,0.00014360017181995016,0.0,0.0,0.0,0.0,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/5/churro_9x25GB28GB_2_works_dimer_nm_00952_hb_0007_designed_filt.pdb
3296,churro_9x25GB28GB_2_works_dimer_nm_00843_hb_0018_designed_filt,21.11111068725586,24.77777862548828,27.16666603088379,22.1136360168457,25.37313461303711,-14.0,1.0,-0.6899116635322571,-0.5488718748092651,44.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,25.0,0.0,26.0,21.0,0.01575837284326553,493.971435546875,-4.828522205352783,-222.3400115966797,-4.379646301269531,-197.1587524414062,-3.883626699447632,2908.495361328125,5076.666015625,2168.1708984375,-195.3719329833984,8.0,0.0,412.5895690917969,-3463.026607408303,31.77958639364018,266.0622355264413,477.5299206554582,-1514.458263986601,-189.3821822475814,-118.0681958955471,58.1578963343987,146.1392562184978,298.014144508538,2686.689160263962,0.2597057819366455,-22.60198226558725,-33.88236875634158,-246.882639784641,-549.8111784365861,37.0,648.0,8.623566098065908,5076.666015625,-0.05704789981245995,3131.36474609375,1945.301513671875,1565.290383653545,-2.783979142973927,-22.92650218314791,-1550.147101088098,0.06055701151490211,-3.227403163909912,513.0,174.0,8.17915526883673,-131.5747859176482,0.597855806350708,-4.859638214111328,0.0,0.008799222821731493,0.2224116623401642,-57.63123995289424,-120.3290800000003,2.0,0.7134122848510742,-4.828522205352783,-4.911671161651611,-427.3153991699219,-4.807605743408203,-418.2616882324219,18.0,18.0,0.7498682141304016,-2477.032002921746,0.0,0.3877634108066559,-0.0056495999451726675,0.655443087220192,0.08862024705093871,0.06299061127356254,0.0,0.05103205144405365,0.0069989568081736155,0.860572834732011,0.0,0.7064751386642456,0.09561920385911232,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/3/churro_9x25GB28GB_2_works_dimer_nm_00843_hb_0018_designed_filt.pdb
10718,churro_9x25GB28GB_2_works_dimer_nm_00271_hb_0002_designed_filt,20.77777862548828,24.66666603088379,26.72222137451172,22.75,25.23703765869141,-5.0,-10.0,-0.681781530380249,-0.7528758645057678,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,26.0,9.0,0.01876967772841454,569.872314453125,-4.847732543945312,-226.5462188720703,-4.429374694824219,-205.7631225585938,-4.02302885055542,2955.988525390625,5114.63232421875,2158.6435546875,-206.7610931396484,11.0,0.0,383.3810729980469,-3472.886288149548,33.28477546969425,250.4368907406219,493.3231900052834,-1516.857292047995,-189.3182199824294,-122.4674293943841,55.56825999329477,149.6299245687982,304.1721530096847,2690.487501260886,0.2212495654821396,-22.8552840556204,-28.02411866742356,-255.4576740162816,-548.6698477678217,34.0,695.0,2.819897021808608,5114.63232421875,-0.2072418481111526,3255.70947265625,1858.922607421875,1562.394266322634,-2.949763223421237,-23.91333413661259,-1555.480668309898,0.05867207050323486,-2.449081659317017,513.0,179.0,8.113402269817351,-131.1619701569259,0.5943069458007812,-4.832881927490234,0.0,0.05704116200331509,0.2202719300985336,-59.96026129976782,-107.1718900000002,2.0,0.7368055582046509,-4.847732543945312,-4.858906745910645,-442.1604919433594,-4.805970191955566,-422.9253845214844,18.0,18.0,0.7532631158828735,-2486.886739383603,0.0,0.5421267747879028,-0.01790904998779297,0.33127009868621826,0.028814657336013738,0.07590475047868495,0.0,0.05514147877693176,0.004744046904917809,0.5369392678549048,0.0,0.38641157746315,0.03355870424093155,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/5/churro_9x25GB28GB_2_works_dimer_nm_00271_hb_0002_designed_filt.pdb
8457,churro_9x25GB28GB_2_works_dimer_nm_00494_hb_0001_designed_filt,20.77777862548828,24.72222137451172,26.94444465637207,22.05555534362793,25.30514717102051,-6.0,-9.0,-0.6352802515029907,-0.7709442377090454,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,26.0,15.0,0.01751335896551609,598.7623901367188,-4.827906131744385,-222.8248443603516,-4.384731769561768,-203.4037170410156,-4.002564430236816,2925.353759765625,5081.8349609375,2156.481201171875,-205.0009460449219,11.0,0.0,385.1765441894531,-3456.971918565715,33.18001161478749,257.4982856350047,481.6314435899257,-1497.196629404005,-189.9421396186247,-119.6066632240328,58.99690283100896,148.3847036648418,302.389561756067,2652.954968725503,0.2572650909423828,-23.06321866579591,-29.97940626097594,-252.8937287750433,-547.0113823624731,39.0,548.0,3.353789683107359,5081.8349609375,-0.2079179435968399,3233.784423828125,1848.050659179688,1555.743324586942,-2.659916026013992,-22.5454547533492,-1544.033227876852,0.05868053063750267,-1.983878254890442,513.0,177.0,8.023116401109883,-132.3022894486034,0.6054951548576355,-4.829528331756592,0.0,0.215195505423001,0.2191344350576401,-59.46719391709336,-101.4139100000002,3.0,0.7262710332870483,-4.827906131744385,-4.86962366104126,-433.3965148925781,-4.788977146148682,-421.4299926757812,18.0,18.0,0.7530522346496582,-2476.715774904857,0.0,0.5380472540855408,0.0,0.2681030370295048,0.0335128796286881,0.0213259719312191,0.0,0.0213259719312191,0.0026657464914023876,0.2894290089607239,0.0,0.2894290089607239,0.036178626120090485,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/1/churro_9x25GB28GB_2_works_dimer_nm_00494_hb_0001_designed_filt.pdb
8967,churro_9x25GB28GB_2_works_dimer_nm_00696_hb_0007_designed_filt,20.88888931274414,24.5,27.27777862548828,24.4255313873291,25.37969970703125,-7.0,-8.0,-0.5909351110458374,-0.5751727223396301,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,26.0,7.0,0.01882192306220531,567.1705322265625,-4.809070110321045,-227.6475219726562,-4.708531856536865,-209.6089477539062,-4.335432529449463,2695.238037109375,4834.78759765625,2139.54931640625,-207.5405120849609,14.0,0.0,407.0767822265625,-3454.422611031529,32.45861400844307,251.6916068485438,492.8026576836889,-1507.144853912446,-188.9802601617998,-120.9980249956306,56.34798460632731,146.7289005804953,302.0619301184558,2685.496380477682,0.2722440659999847,-26.14882994971597,-29.57965470882968,-252.1470752742278,-549.3062771246904,43.0,577.5,12.34704380584134,4834.78759765625,-0.2468695342540741,2930.7314453125,1904.056030273438,1555.775893719935,-2.913130756772683,-22.77115098423576,-1550.682338679877,0.06494882702827454,-2.950268268585205,513.0,177.0,8.065418544297424,-131.3356859106764,0.6344485878944397,-4.773775100708008,0.0,0.0,0.2247920036315918,-60.90070705975354,-113.4986900000003,2.0,0.7380592823028564,-4.809070110321045,-4.811067581176758,-432.9960632324219,-4.735196590423584,-411.9620971679688,18.0,18.0,0.7528515458106995,-2467.052860156476,0.0,0.5419346690177917,-0.003737181890755892,0.47825640160590405,0.0393620496192439,0.05696032056584954,0.0,0.02044310793280602,0.0025891054802658882,0.9229254121892154,0.0,0.4913302361965179,0.04195115509950979,/mnt/home/rdkibler/projects/tiara_gen2/toroids/02_4_churro-9x_xtreme/04_filter_v2/output/5/churro_9x25GB28GB_2_works_dimer_nm_00696_hb_0007_designed_filt.pdb
